sID,uID,oID,sType,sTXT,sNum,sDMY,dtHealth,dtAuto,dtGeneral,dtProperty,dtUmbrella,isDeleted
30205,1352,77,"ynm","no",,"","","","","","",0
30206,1352,48,"ynm","no",,"","","","","","",0
30207,1352,116,"ynm","no",,"","","","","","",0
30208,1352,31,"ynm","maybe",,"","","","","","",0
30209,1352,69,"ynm","yes",,"","","","","","",0
30210,1352,62,"ynm","yes",,"","","","","","",0
30211,1352,46,"ynm","yes",,"","","","","","",0
30212,1352,119,"ynm","maybe",,"","","","","","",0
30213,1353,92,"ynm","yes",,"","","","","","",0
30214,1353,15,"ynm","yes",,"","","","","","",0
30215,1353,57,"ynm","yes",,"","","","","","",0
30216,1353,16,"ynm","yes",,"","","","","","",0
30217,1353,6,"ynm","yes",,"","","","","","",0
30218,1353,20,"ynm","yes",,"","","","","","",0
30219,1353,85,"ynm","yes",,"","","","","","",0
30220,1353,2,"ynm","yes",,"","","","","","",0
30221,1353,12,"ynm","yes",,"","","","","","",0
30222,1353,76,"ynm","yes",,"","","","","","",0
30223,1353,7,"ynm","yes",,"","","","","","",0
30224,1353,72,"ynm","yes",,"","","","","","",0
30225,1353,78,"ynm","yes",,"","","","","","",0
30226,1353,17,"ynm","yes",,"","","","","","",0
30227,1353,68,"ynm","yes",,"","","","","","",0
30228,1353,19,"ynm","yes",,"","","","","","",0
30229,1353,58,"ynm","yes",,"","","","","","",0
30230,1353,67,"ynm","yes",,"","","","","","",0
30231,1353,3,"ynm","yes",,"","","","","","",0
30232,1353,4,"ynm","yes",,"","","","","","",0
30233,1353,5,"ynm","yes",,"","","","","","",0
30234,1353,43,"ynm","yes",,"","","","","","",0
30235,1353,14,"ynm","yes",,"","","","","","",0
30236,1353,9,"ynm","yes",,"","","","","","",0
30237,1353,18,"ynm","yes",,"","","","","","",0
30238,1353,13,"ynm","yes",,"","","","","","",0
30239,1353,59,"ynm","yes",,"","","","","","",0
30240,1353,8,"ynm","yes",,"","","","","","",0
30241,1353,11,"ynm","yes",,"","","","","","",0
30242,1353,121,"ynm","yes",,"","","","","","",0
30243,614,87,"ynm","no",,"","","","","","",0
30244,614,90,"ynm","no",,"","","","","","",0
30245,614,112,"ynm","no",,"","","","","","",0
30246,614,113,"ynm","yes",,"","","","","","",0
30247,614,120,"ynm","no",,"","","","","","",0
30248,1264,121,"ynm","",,"","","","","","",0
30249,39,121,"ynm","yes",,"","","","","","",0
30250,43,121,"ynm","no",,"","","","","","",0
30251,1354,92,"ynm","no",,"","","","","","",0
30252,1354,15,"ynm","yes",,"","","","","","",0
30253,1354,57,"ynm","yes",,"","","","","","",0
30254,1354,16,"ynm","yes",,"","","","","","",0
30255,1354,6,"ynm","yes",,"","","","","","",0
30256,1354,20,"ynm","yes",,"","","","","","",0
30257,1354,85,"ynm","yes",,"","","","","","",0
30258,1354,2,"ynm","yes",,"","","","","","",0
30259,1354,12,"ynm","yes",,"","","","","","",0
30260,1354,76,"ynm","yes",,"","","","","","",0
30261,1354,7,"ynm","yes",,"","","","","","",0
30262,1354,72,"ynm","yes",,"","","","","","",0
30263,1354,78,"ynm","yes",,"","","","","","",0
30264,1354,17,"ynm","yes",,"","","","","","",0
30265,1354,68,"ynm","yes",,"","","","","","",0
30266,1354,19,"ynm","yes",,"","01/01/11 00:00:00","","","","",0
30267,1354,58,"ynm","yes",,"","","","","","",0
30268,1354,67,"ynm","yes",,"","","","","","",0
30269,1354,3,"ynm","yes",,"","","","","","",0
30270,1354,4,"ynm","yes",,"","","","","","",0
30271,1354,5,"ynm","yes",,"","","","","","",0
30272,1354,43,"ynm","yes",,"","","","","","",0
30273,1354,14,"ynm","yes",,"","","","","","",0
30274,1354,9,"ynm","yes",,"","","","","","",0
30275,1354,18,"ynm","yes",,"","","","","","",0
30276,1354,13,"ynm","yes",,"","","","","","",0
30277,1354,59,"ynm","yes",,"","","","","","",0
30278,1354,8,"ynm","yes",,"","","","","","",0
30279,1354,11,"ynm","yes",,"","","","","","",0
30280,1354,121,"ynm","yes",,"","","","","","",0
30281,1355,92,"ynm","yes",,"","","","","","",0
30282,1355,15,"ynm","yes",,"","","","","","",0
30283,1355,57,"ynm","yes",,"","","","","","",0
30284,1355,16,"ynm","yes",,"","","","","","",0
30285,1355,6,"ynm","yes",,"","","","","","",0
30286,1355,20,"ynm","yes",,"","","","","","",0
30287,1355,85,"ynm","yes",,"","","","","","",0
30288,1355,2,"ynm","yes",,"","","","","","",0
30289,1355,12,"ynm","yes",,"","","","","","",0
30290,1355,76,"ynm","yes",,"","","","","","",0
30291,1355,7,"ynm","yes",,"","","","","","",0
30292,1355,72,"ynm","yes",,"","","","","","",0
30293,1355,78,"ynm","yes",,"","","","","","",0
30294,1355,17,"ynm","yes",,"","","","","","",0
30295,1355,68,"ynm","yes",,"","","","","","",0
30296,1355,19,"ynm","yes",,"","","","","","",0
30297,1355,58,"ynm","yes",,"","","","","","",0
30298,1355,67,"ynm","yes",,"","","","","","",0
30299,1355,3,"ynm","yes",,"","","","","","",0
30300,1355,4,"ynm","yes",,"","","","","","",0
30301,1355,5,"ynm","yes",,"","","","","","",0
30302,1355,43,"ynm","yes",,"","","","","","",0
30303,1355,14,"ynm","yes",,"","","","","","",0
30304,1355,9,"ynm","yes",,"","","","","","",0
30305,1355,18,"ynm","yes",,"","","","","","",0
30306,1355,13,"ynm","yes",,"","","","","","",0
30307,1355,59,"ynm","yes",,"","","","","","",0
30308,1355,8,"ynm","yes",,"","","","","","",0
30309,1355,11,"ynm","yes",,"","","","","","",0
30310,1355,121,"ynm","yes",,"","","","","","",0
30311,124,121,"ynm","yes",,"","","","","","",0
30312,79,121,"ynm","maybe",,"","","","","","",0
30313,944,92,"ynm","maybe",,"","","","","","",0
30314,944,85,"ynm","maybe",,"","","","","","",0
30315,944,76,"ynm","maybe",,"","","","","","",0
30316,944,78,"ynm","maybe",,"","","","","","",0
30317,944,121,"ynm","yes",,"","","","","","",0
30318,323,121,"ynm","maybe",,"","","","","","",0
30319,1356,92,"ynm","no",,"","","","","","",0
30320,1356,15,"ynm","no",,"","","","","","",0
30321,1356,57,"ynm","maybe",,"","","","","","",0
30322,1356,16,"ynm","maybe",,"","","","","","",0
30323,1356,6,"ynm","no",,"","","","","","",0
30324,1356,20,"ynm","maybe",,"","","","","","",0
30325,1356,85,"ynm","no",,"","","","","","",0
30326,1356,2,"ynm","maybe",,"","","","","","",0
30327,1356,12,"ynm","maybe",,"","","","","","",0
30328,1356,76,"ynm","maybe",,"","","","","","",0
30329,1356,7,"ynm","maybe",,"","","","","","",0
30330,1356,72,"ynm","no",,"","","","","","",0
30331,1356,78,"ynm","no",,"","","","","","",0
30332,1356,17,"ynm","maybe",,"","","","","","",0
30333,1356,68,"ynm","no",,"","","","","","",0
30334,1356,19,"ynm","no",,"","","","","","",0
30335,1356,58,"ynm","maybe",,"","","","","","",0
30336,1356,67,"ynm","maybe",,"","","","","","",0
30337,1356,3,"ynm","no",,"","","","","","",0
30338,1356,4,"ynm","maybe",,"","","","","","",0
30339,1356,5,"ynm","yes",,"","","","","","",0
30340,1356,43,"ynm","no",,"","","","","","",0
30341,1356,14,"ynm","no",,"","","","","","",0
30342,1356,9,"ynm","maybe",,"","","","","","",0
30343,1356,18,"ynm","maybe",,"","","","","","",0
30344,1356,13,"ynm","no",,"","","","","","",0
30345,1356,59,"ynm","no",,"","","","","","",0
30346,1356,8,"ynm","no",,"","","","","","",0
30347,1356,11,"ynm","no",,"","","","","","",0
30348,1356,121,"ynm","no",,"","","","","","",0
30349,1357,92,"ynm","no",,"","","","","","",0
30350,1357,15,"ynm","no",,"","","","","","",0
30351,1357,57,"ynm","no",,"","","","","","",0
30352,1357,16,"ynm","no",,"","","","","","",0
30353,1357,6,"ynm","no",,"","","","","","",0
30354,1357,20,"ynm","no",,"","","","","","",0
30355,1357,85,"ynm","no",,"","","","","","",0
30356,1357,2,"ynm","no",,"","","","","","",0
30357,1357,12,"ynm","no",,"","","","","","",0
30358,1357,76,"ynm","no",,"","","","","","",0
30359,1357,7,"ynm","no",,"","","","","","",0
30360,1357,72,"ynm","no",,"","","","","","",0
30361,1357,78,"ynm","no",,"","","","","","",0
30362,1357,17,"ynm","no",,"","","","","","",0
30363,1357,68,"ynm","no",,"","","","","","",0
30364,1357,19,"ynm","no",,"","","","","","",0
30365,1357,58,"ynm","no",,"","","","","","",0
30366,1357,67,"ynm","no",,"","","","","","",0
30367,1357,3,"ynm","no",,"","","","","","",0
30368,1357,4,"ynm","no",,"","","","","","",0
30369,1357,5,"ynm","yes",,"","","","","","",0
30370,1357,43,"ynm","no",,"","","","","","",0
30371,1357,14,"ynm","no",,"","","","","","",0
30372,1357,9,"ynm","no",,"","","","","","",0
30373,1357,18,"ynm","no",,"","","","","","",0
30374,1357,13,"ynm","no",,"","","","","","",0
30375,1357,59,"ynm","no",,"","","","","","",0
30376,1357,8,"ynm","no",,"","","","","","",0
30377,1357,11,"ynm","no",,"","","","","","",0
30378,1357,121,"ynm","no",,"","","","","","",0
30379,1356,91,"ynm","",,"","","","","","",0
30380,2,124,"ynm","yes",,"","","","","","",0
30381,2,123,"ynm","yes",,"","","","","","",0
30382,76,123,"ynm","maybe",,"","","","","","",0
30383,3,123,"ynm","yes",,"","","","","","",0
30384,1215,124,"ynm","yes",,"","","","","","",0
30385,177,123,"ynm","no",,"","","","","","",0
30386,89,123,"ynm","no",,"","","","","","",0
30387,1153,123,"ynm","no",,"","","","","","",0
30388,505,123,"ynm","no",,"","","","","","",0
30389,505,121,"ynm","no",,"","","","","","",0
30390,1092,92,"ynm","no",,"","","","","","",0
30391,1092,123,"ynm","no",,"","","","","","",0
30392,1092,121,"ynm","no",,"","","","","","",0
30393,323,123,"ynm","no",,"","","","","","",0
30394,1358,92,"ynm","yes",,"","","","","","",0
30395,1358,15,"ynm","no",,"","","","","","",0
30396,1358,57,"ynm","yes",,"","","","","","",0
30397,1358,16,"ynm","yes",,"","","","","","",0
30398,1358,6,"ynm","no",,"","","","","","",0
30399,1358,123,"ynm","yes",,"","","","","","",0
30400,1358,20,"ynm","yes",,"","","","","","",0
30401,1358,85,"ynm","yes",,"","","","","","",0
30402,1358,2,"ynm","yes",,"","","","","","",0
30403,1358,12,"ynm","yes",,"","","","","","",0
30404,1358,76,"ynm","yes",,"","","","","","",0
30405,1358,7,"ynm","yes",,"","","","","","",0
30406,1358,72,"ynm","yes",,"","","","","","",0
30407,1358,78,"ynm","yes",,"","","","","","",0
30408,1358,17,"ynm","yes",,"","","","","","",0
30409,1358,68,"ynm","yes",,"","","","","","",0
30410,1358,19,"ynm","yes",,"","","","","","",0
30411,1358,58,"ynm","yes",,"","","","","","",0
30412,1358,67,"ynm","yes",,"","","","","","",0
30413,1358,3,"ynm","yes",,"","","","","","",0
30414,1358,4,"ynm","yes",,"","","","","","",0
30415,1358,5,"ynm","yes",,"","","","","","",0
30416,1358,43,"ynm","yes",,"","","","","","",0
30417,1358,14,"ynm","yes",,"","","","","","",0
30418,1358,9,"ynm","yes",,"","","","","","",0
30419,1358,18,"ynm","yes",,"","","","","","",0
30420,1358,13,"ynm","yes",,"","","","","","",0
30421,1358,59,"ynm","yes",,"","","","","","",0
30422,1358,8,"ynm","yes",,"","","","","","",0
30423,1358,11,"ynm","yes",,"","","","","","",0
30424,1358,121,"ynm","yes",,"","","","","","",0
30425,455,123,"ynm","yes",,"","","","","","",0
30426,232,123,"ynm","no",,"","","","","","",0
30427,1173,120,"ynm","yes",,"","","","","","",0
30428,252,123,"ynm","maybe",,"","","","","","",0
30429,577,123,"ynm","maybe",,"","","","","","",0
30430,38,123,"ynm","no",,"","","","","","",0
30431,977,123,"ynm","no",,"","","","","","",0
30432,1359,92,"ynm","no",,"","","","","","",0
30433,1359,15,"ynm","no",,"","","","","","",0
30434,1359,57,"ynm","yes",,"","","","","","",0
30435,1359,16,"ynm","no",,"","","","","","",0
30436,1359,6,"ynm","no",,"","","","","","",0
30437,1359,123,"ynm","no",,"","","","","","",0
30438,1359,20,"ynm","no",,"","","","","","",0
30439,1359,85,"ynm","no",,"","","","","","",0
30440,1359,2,"ynm","no",,"","","","","","",0
30441,1359,12,"ynm","no",,"","","","","","",0
30442,1359,76,"ynm","no",,"","","","","","",0
30443,1359,7,"ynm","no",,"","","","","","",0
30444,1359,72,"ynm","no",,"","","","","","",0
30445,1359,78,"ynm","no",,"","","","","","",0
30446,1359,17,"ynm","no",,"","","","","","",0
30447,1359,68,"ynm","no",,"","","","","","",0
30448,1359,19,"ynm","no",,"","","","","","",0
30449,1359,58,"ynm","no",,"","","","","","",0
30450,1359,67,"ynm","no",,"","","","","","",0
30451,1359,3,"ynm","no",,"","","","","","",0
30452,1359,4,"ynm","no",,"","","","","","",0
30453,1359,5,"ynm","no",,"","","","","","",0
30454,1359,43,"ynm","no",,"","","","","","",0
30455,1359,14,"ynm","no",,"","","","","","",0
30456,1359,9,"ynm","no",,"","","","","","",0
30457,1359,18,"ynm","no",,"","","","","","",0
30458,1359,13,"ynm","no",,"","","","","","",0
30459,1359,59,"ynm","no",,"","","","","","",0
30460,1359,8,"ynm","no",,"","","","","","",0
30461,1359,11,"ynm","no",,"","","","","","",0
30462,1359,121,"ynm","no",,"","","","","","",0
30463,246,123,"ynm","no",,"","","","","","",0
30464,615,87,"ynm","no",,"","","","","","",0
30465,615,90,"ynm","yes",,"","","","","","",0
30466,615,112,"ynm","maybe",,"","","","","","",0
30467,615,113,"ynm","maybe",,"","","","","","",0
30468,615,120,"ynm","no",,"","","","","","",0
30469,1340,123,"ynm","no",,"","","","","","",0
30470,402,123,"ynm","maybe",,"","","","","","",0
30471,896,92,"ynm","no",,"","","","","","",0
30472,896,123,"ynm","no",,"","","","","","",0
30473,896,85,"ynm","no",,"","","","","","",0
30474,896,76,"ynm","no",,"","","","","","",0
30475,896,78,"ynm","no",,"","","","","","",0
30476,896,121,"ynm","",,"","","","","","",0
30477,205,123,"ynm","no",,"","","","","","",0
30478,205,121,"ynm","maybe",,"","","","","","",0
30479,698,123,"ynm","no",,"","","","","","",0
30480,698,121,"ynm","",,"","","","","","",0
30481,981,123,"ynm","no",,"","","","","","",0
30482,88,92,"ynm","maybe",,"","","","","","",0
30483,88,123,"ynm","no",,"","","","","","",0
30484,88,85,"ynm","no",,"","","","","","",0
30485,88,76,"ynm","yes",,"","","","","","",0
30486,88,72,"ynm","no",,"","","","","","",0
30487,88,78,"ynm","yes",,"","","","","","",0
30488,88,68,"ynm","yes",,"","","","","","",0
30489,88,58,"ynm","maybe",,"","","","","","",0
30490,88,67,"ynm","maybe",,"","","","","","",0
30491,88,43,"ynm","no",,"","","","","","",0
30492,88,59,"ynm","maybe",,"","","","","","",0
30493,88,121,"ynm","maybe",,"","","","","","",0
30494,56,123,"ynm","no",,"","","","","","",0
30495,56,121,"ynm","no",,"","","","","","",0
30496,121,123,"ynm","no",,"","","","","","",0
30497,1355,123,"ynm","yes",,"","","","","","",0
30498,390,123,"ynm","no",,"","","","","","",0
30499,1023,123,"ynm","no",,"","","","","","",0
30500,149,123,"ynm","maybe",,"","","","","","",0
30501,571,123,"ynm","no",,"","","","","","",0
30502,571,121,"ynm","yes",,"","","","","","",0
30503,115,123,"ynm","yes",,"","","","","","",0
30504,115,121,"ynm","yes",,"","","","","","",0
30505,431,123,"ynm","no",,"","","","","","",0
30506,949,123,"ynm","no",,"","","","","","",0
30507,949,121,"ynm","yes",,"","","","","","",0
30508,204,92,"ynm","",,"","","","","","",0
30509,204,123,"ynm","",,"","","","","","",0
30510,204,85,"ynm","",,"","","","","","",0
30511,204,76,"ynm","",,"","","","","","",0
30512,204,72,"ynm","",,"","","","","","",0
30513,204,78,"ynm","",,"","","","","","",0
30514,204,68,"ynm","",,"","","","","","",0
30515,204,91,"ynm","",,"","","","","","",0
30516,204,58,"ynm","",,"","","","","","",0
30517,204,67,"ynm","",,"","","","","","",0
30518,204,43,"ynm","",,"","","","","","",0
30519,204,59,"ynm","",,"","","","","","",0
30520,204,121,"ynm","",,"","","","","","",0
30521,1151,124,"ynm","no",,"","","","","","",0
30522,1360,117,"ynm","yes",,"","","","","","",0
30523,1360,105,"ynm","yes",,"","","","","","",0
30524,1360,124,"ynm","yes",,"","","","","","",0
30525,1360,93,"ynm","yes",,"","","","","","",0
30526,1360,100,"ynm","yes",,"","","","","","",0
30527,1360,107,"ynm","yes",,"","","","","","",0
30528,1360,122,"ynm","yes",,"","","","","","",0
30529,1360,96,"ynm","yes",,"","","","","","",0
30530,1360,101,"ynm","yes",,"","","","","","",0
30531,1360,111,"ynm","no",,"","","","","","",0
30532,1360,97,"ynm","yes",,"","","","","","",0
30533,1360,106,"ynm","yes",,"","","","","","",0
30534,1360,102,"ynm","yes",,"","","","","","",0
30535,1360,114,"ynm","yes",,"","","","","","",0
30536,1360,95,"ynm","yes",,"","","","","","",0
30537,1360,103,"ynm","yes",,"","","","","","",0
30538,1360,115,"ynm","yes",,"","","","","","",0
30539,1360,110,"ynm","yes",,"","","","","","",0
30540,1360,99,"ynm","yes",,"","","","","","",0
30541,1360,109,"ynm","yes",,"","","","","","",0
30542,1360,94,"ynm","yes",,"","","","","","",0
30543,1360,104,"ynm","yes",,"","","","","","",0
30544,1360,118,"ynm","yes",,"","","","","","",0
30545,1361,88,"ynm","no",,"","","","","","",0
30546,1361,53,"ynm","no",,"","","","","","",0
30547,1361,66,"ynm","no",,"","","","","","",0
30548,1361,50,"ynm","no",,"","","","","","",0
30549,1361,89,"ynm","yes",,"","","","","","",0
30550,1361,65,"ynm","no",,"","","","","","",0
30551,1361,77,"ynm","no",,"","","","","","",0
30552,1361,48,"ynm","no",,"","","","","","",0
30553,1361,116,"ynm","no",,"","","","","","",0
30554,1361,31,"ynm","yes",,"","","","","","",0
30555,1361,69,"ynm","yes",,"","","","","","",0
30556,1361,62,"ynm","no",,"","","","","","",0
30557,1361,46,"ynm","no",,"","","","","","",0
30558,1361,119,"ynm","no",,"","","","","","",0
30559,1362,117,"ynm","yes",,"","","","","","",0
30560,1362,105,"ynm","yes",,"","","","","","",0
30561,1362,124,"ynm","yes",,"","","","","","",0
30562,1362,93,"ynm","yes",,"","","","","","",0
30563,1362,100,"ynm","yes",,"","","","","","",0
30564,1362,107,"ynm","yes",,"","","","","","",0
30565,1362,122,"ynm","yes",,"","","","","","",0
30566,1362,96,"ynm","maybe",,"","","","","","",0
30567,1362,101,"ynm","yes",,"","","","","","",0
30568,1362,111,"ynm","maybe",,"","","","","","",0
30569,1362,97,"ynm","yes",,"","","","","","",0
30570,1362,106,"ynm","yes",,"","","","","","",0
30571,1362,102,"ynm","yes",,"","","","","","",0
30572,1362,114,"ynm","yes",,"","","","","","",0
30573,1362,95,"ynm","yes",,"","","","","","",0
30574,1362,103,"ynm","no",,"","","","","","",0
30575,1362,115,"ynm","yes",,"","","","","","",0
30576,1362,110,"ynm","yes",,"","","","","","",0
30577,1362,99,"ynm","yes",,"","","","","","",0
30578,1362,109,"ynm","yes",,"","","","","","",0
30579,1362,94,"ynm","yes",,"","","","","","",0
30580,1362,104,"ynm","yes",,"","","","","","",0
30581,1362,118,"ynm","yes",,"","","","","","",0
30582,79,123,"ynm","no",,"","","","","","",0
30583,1189,117,"ynm","no",,"","","","","","",0
30584,1189,124,"ynm","no",,"","","","","","",0
30585,1189,122,"ynm","no",,"","","","","","",0
30586,1189,118,"ynm","maybe",,"","","","","","",0
30587,1363,92,"ynm","no",,"","","","","","",0
30588,1363,15,"ynm","no",,"","","","","","",0
30589,1363,57,"ynm","no",,"","","","","","",0
30590,1363,16,"ynm","no",,"","","","","","",0
30591,1363,6,"ynm","maybe",,"","","","","","",0
30592,1363,123,"ynm","no",,"","","","","","",0
30593,1363,20,"ynm","no",,"","","","","","",0
30594,1363,85,"ynm","no",,"","","","","","",0
30595,1363,2,"ynm","no",,"","","","","","",0
30596,1363,12,"ynm","no",,"","","","","","",0
30597,1363,76,"ynm","no",,"","","","","","",0
30598,1363,7,"ynm","no",,"","","","","","",0
30599,1363,72,"ynm","no",,"","","","","","",0
30600,1363,78,"ynm","no",,"","","","","","",0
30601,1363,17,"ynm","no",,"","","","","","",0
30602,1363,68,"ynm","no",,"","","","","","",0
30603,1363,19,"ynm","no",,"","","","","","",0
30604,1363,58,"ynm","no",,"","","","","","",0
30605,1363,67,"ynm","no",,"","","","","","",0
30606,1363,3,"ynm","no",,"","","","","","",0
30607,1363,4,"ynm","no",,"","","","","","",0
30608,1363,5,"ynm","yes",,"","","","","","",0
30609,1363,43,"ynm","no",,"","","","","","",0
30610,1363,14,"ynm","no",,"","","","","","",0
30611,1363,9,"ynm","no",,"","","","","","",0
30612,1363,18,"ynm","no",,"","","","","","",0
30613,1363,13,"ynm","no",,"","","","","","",0
30614,1363,59,"ynm","no",,"","","","","","",0
30615,1363,8,"ynm","no",,"","","","","","",0
30616,1363,11,"ynm","no",,"","","","","","",0
30617,1363,121,"ynm","no",,"","","","","","",0
30618,1147,117,"ynm","no",,"","","","","","",0
30619,1147,124,"ynm","no",,"","","","","","",0
30620,1147,122,"ynm","no",,"","","","","","",0
30621,1147,111,"ynm","no",,"","","","","","",0
30622,1147,97,"ynm","no",,"","","","","","",0
30623,1147,114,"ynm","no",,"","","","","","",0
30624,1147,115,"ynm","no",,"","","","","","",0
30625,1147,118,"ynm","no",,"","","","","","",0
30626,92,92,"ynm","no",,"","","","","","",0
30627,92,123,"ynm","no",,"","","","","","",0
30628,92,85,"ynm","maybe",,"","","","","","",0
30629,92,121,"ynm","maybe",,"","","","","","",0
30630,1297,124,"ynm","no",,"","","","","","",0
30631,1297,122,"ynm","no",,"","","","","","",0
30632,463,123,"ynm","yes",,"","","","","","",0
30633,463,121,"ynm","yes",,"","","","","","",0
30634,426,123,"ynm","no",,"","","","","","",0
30635,894,88,"ynm","yes",,"","","","","","",0
30636,894,89,"ynm","yes",,"","","","","","",0
30637,894,77,"ynm","yes",,"","","","","","",0
30638,894,116,"ynm","yes",,"","","","","","",0
30639,894,119,"ynm","yes",,"","","","","","",0
30640,1364,92,"ynm","yes",,"","","","","","",0
30641,1364,15,"ynm","yes",,"","","","","","",0
30642,1364,57,"ynm","yes",,"","","","","","",0
30643,1364,16,"ynm","yes",,"","","","","","",0
30644,1364,6,"ynm","yes",,"","","","","","",0
30645,1364,123,"ynm","yes",,"","","","","","",0
30646,1364,20,"ynm","yes",,"","","","","","",0
30647,1364,85,"ynm","yes",,"","","","","","",0
30648,1364,2,"ynm","yes",,"","","","","","",0
30649,1364,12,"ynm","yes",,"","","","","","",0
30650,1364,76,"ynm","yes",,"","","","","","",0
30651,1364,7,"ynm","yes",,"","","","","","",0
30652,1364,72,"ynm","yes",,"","","","","","",0
30653,1364,78,"ynm","yes",,"","","","","","",0
30654,1364,17,"ynm","yes",,"","","","","","",0
30655,1364,68,"ynm","yes",,"","","","","","",0
30656,1364,19,"ynm","yes",,"","05/01/11 00:00:00","11/01/11 00:00:00","11/01/11 00:00:00","11/01/11 00:00:00","11/01/11 00:00:00",0
30657,1364,58,"ynm","yes",,"","","","","","",0
30658,1364,67,"ynm","yes",,"","","","","","",0
30659,1364,3,"ynm","yes",,"","","","","","",0
30660,1364,4,"ynm","yes",,"","","","","","",0
30661,1364,5,"ynm","yes",,"","","","","","",0
30662,1364,43,"ynm","yes",,"","","","","","",0
30663,1364,14,"ynm","yes",,"","","","","","",0
30664,1364,9,"ynm","yes",,"","","","","","",0
30665,1364,18,"ynm","yes",,"","","","","","",0
30666,1364,13,"ynm","yes",,"","","","","","",0
30667,1364,59,"ynm","yes",,"","","","","","",0
30668,1364,8,"ynm","yes",,"","","","","","",0
30669,1364,11,"ynm","yes",,"","","","","","",0
30670,1364,121,"ynm","yes",,"","","","","","",0
30671,878,92,"ynm","no",,"","","","","","",0
30672,878,123,"ynm","no",,"","","","","","",0
30673,878,85,"ynm","no",,"","","","","","",0
30674,878,76,"ynm","no",,"","","","","","",0
30675,878,72,"ynm","no",,"","","","","","",0
30676,878,78,"ynm","no",,"","","","","","",0
30677,878,68,"ynm","no",,"","","","","","",0
30678,878,67,"ynm","no",,"","","","","","",0
30679,878,121,"ynm","no",,"","","","","","",0
30680,10,123,"ynm","no",,"","","","","","",0
30681,779,123,"ynm","no",,"","","","","","",0
30682,1365,92,"ynm","yes",,"","","","","","",0
30683,1365,15,"ynm","yes",,"","","","","","",0
30684,1365,57,"ynm","yes",,"","","","","","",0
30685,1365,16,"ynm","yes",,"","","","","","",0
30686,1365,6,"ynm","yes",,"","","","","","",0
30687,1365,123,"ynm","yes",,"","","","","","",0
30688,1365,20,"ynm","yes",,"","","","","","",0
30689,1365,85,"ynm","yes",,"","","","","","",0
30690,1365,2,"ynm","yes",,"","","","","","",0
30691,1365,12,"ynm","yes",,"","","","","","",0
30692,1365,76,"ynm","yes",,"","","","","","",0
30693,1365,7,"ynm","yes",,"","","","","","",0
30694,1365,72,"ynm","yes",,"","","","","","",0
30695,1365,78,"ynm","yes",,"","","","","","",0
30696,1365,17,"ynm","yes",,"","","","","","",0
30697,1365,68,"ynm","yes",,"","","","","","",0
30698,1365,19,"ynm","yes",,"","","","","","",0
30699,1365,58,"ynm","yes",,"","","","","","",0
30700,1365,67,"ynm","yes",,"","","","","","",0
30701,1365,3,"ynm","yes",,"","","","","","",0
30702,1365,4,"ynm","yes",,"","","","","","",0
30703,1365,5,"ynm","yes",,"","","","","","",0
30704,1365,43,"ynm","yes",,"","","","","","",0
30705,1365,14,"ynm","yes",,"","","","","","",0
30706,1365,9,"ynm","yes",,"","","","","","",0
30707,1365,18,"ynm","yes",,"","","","","","",0
30708,1365,13,"ynm","yes",,"","","","","","",0
30709,1365,59,"ynm","yes",,"","","","","","",0
30710,1365,8,"ynm","yes",,"","","","","","",0
30711,1365,11,"ynm","yes",,"","","","","","",0
30712,1365,121,"ynm","yes",,"","","","","","",0
30713,1332,123,"ynm","no",,"","","","","","",0
30714,1366,117,"ynm","yes",,"","","","","","",0
30715,1366,105,"ynm","yes",,"","","","","","",0
30716,1366,124,"ynm","no",,"","","","","","",0
30717,1366,93,"ynm","yes",,"","","","","","",0
30718,1366,100,"ynm","no",,"","","","","","",0
30719,1366,107,"ynm","no",,"","","","","","",0
30720,1366,122,"ynm","no",,"","","","","","",0
30721,1366,96,"ynm","yes",,"","","","","","",0
30722,1366,101,"ynm","no",,"","","","","","",0
30723,1366,111,"ynm","yes",,"","","","","","",0
30724,1366,97,"ynm","no",,"","","","","","",0
30725,1366,106,"ynm","no",,"","","","","","",0
30726,1366,102,"ynm","no",,"","","","","","",0
30727,1366,114,"ynm","no",,"","","","","","",0
30728,1366,95,"ynm","no",,"","","","","","",0
30729,1366,103,"ynm","yes",,"","","","","","",0
30730,1366,115,"ynm","yes",,"","","","","","",0
30731,1366,110,"ynm","yes",,"","","","","","",0
30732,1366,99,"ynm","yes",,"","","","","","",0
30733,1366,109,"ynm","yes",,"","","","","","",0
30734,1366,94,"ynm","no",,"","","","","","",0
30735,1366,104,"ynm","no",,"","","","","","",0
30736,1366,118,"ynm","yes",,"","","","","","",0
30737,1367,92,"ynm","yes",,"","","","","","",0
30738,1367,15,"ynm","yes",,"","","","","","",0
30739,1367,57,"ynm","yes",,"","","","","","",0
30740,1367,16,"ynm","yes",,"","","","","","",0
30741,1367,6,"ynm","yes",,"","","","","","",0
30742,1367,123,"ynm","yes",,"","","","","","",0
30743,1367,20,"ynm","yes",,"","","","","","",0
30744,1367,85,"ynm","yes",,"","","","","","",0
30745,1367,2,"ynm","yes",,"","","","","","",0
30746,1367,12,"ynm","yes",,"","","","","","",0
30747,1367,76,"ynm","yes",,"","","","","","",0
30748,1367,7,"ynm","yes",,"","","","","","",0
30749,1367,72,"ynm","yes",,"","","","","","",0
